Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU50,OUT035,-1.1899316310882568
FDG40,OUT035,36.839866638183594
FDW10,OUT018,14.649927139282227
FDX51,OUT013,-159.12518310546875
NCP17,OUT045,-38.0933837890625
FDP21,OUT035,20.835657119750977
FDL04,OUT045,36.839866638183594
FDV23,OUT013,-162.2730712890625
FDF24,OUT046,20.999990463256836
FDH56,OUT027,20.999990463256836
FDB51,OUT049,-38.0933837890625
FDI58,OUT027,20.835657119750977
FDR20,OUT013,-159.12518310546875
FDC51,OUT018,113.69811248779297
FDB16,OUT027,-38.0933837890625
FDE40,OUT049,-1.1899316310882568
NCM17,OUT035,-38.0933837890625
FDU56,OUT035,200.501220703125
FDS32,OUT019,20.999990463256836
FDX02,OUT049,-38.0933837890625
FDT39,OUT027,115.83599853515625
FDE35,OUT017,43.025596618652344
NCI42,OUT019,189.0315399169922
DRL23,OUT046,314.03369140625
FDA10,OUT046,14.649927139282227
FDA11,OUT013,-196.02865600585938
NCM06,OUT046,-15.90345573425293
NCT05,OUT035,-59.77763748168945
NCQ02,OUT010,226.57366943359375
NCY06,OUT049,-15.90345573425293
FDY56,OUT035,20.999990463256836
FDL02,OUT035,20.835657119750977
NCI06,OUT035,-15.90345573425293
FDQ14,OUT045,-38.0933837890625
FDQ12,OUT017,-15.90345573425293
FDP36,OUT046,20.999990463256836
FDK21,OUT027,228.27420043945312
FDO40,OUT045,36.839866638183594
NCK54,OUT019,200.501220703125
FDY09,OUT018,14.649927139282227
NCW30,OUT049,200.501220703125
NCC55,OUT027,200.501220703125
FDE58,OUT018,14.649927139282227
FDR39,OUT013,-196.02865600585938
FDU28,OUT049,43.025596618652344
FDH08,OUT017,233.9957275390625
FDG35,OUT045,115.02912902832031
FDG22,OUT049,20.835657119750977
FDC34,OUT035,20.835657119750977
FDP15,OUT018,-15.90345573425293
FDK34,OUT010,59.6827392578125
FDU45,OUT035,20.835657119750977
FDQ04,OUT027,36.839866638183594
FDX22,OUT018,20.835657119750977
FDB45,OUT017,-15.90345573425293
NCH43,OUT027,-15.90345573425293
DRE60,OUT046,14.649927139282227
FDD17,OUT027,36.839866638183594
NCM54,OUT017,-15.90345573425293
NCH55,OUT013,-196.02865600585938
NCT06,OUT017,-15.90345573425293
FDA48,OUT027,-15.90345573425293
FDY58,OUT027,14.649927139282227
FDO25,OUT045,14.649927139282227
FDN50,OUT045,20.835657119750977
FDH35,OUT035,36.839866638183594
FDK09,OUT045,14.649927139282227
FDO16,OUT013,160.221923828125
FDW11,OUT045,-38.0933837890625
FDU47,OUT027,113.69811248779297
NCQ42,OUT010,29.129295349121094
FDK55,OUT027,-15.90345573425293
FDN08,OUT049,20.999990463256836
FDT57,OUT045,187.5396270751953
FDJ12,OUT018,20.999990463256836
DRL59,OUT017,-63.06264114379883
NCN53,OUT046,-38.0933837890625
FDO51,OUT010,66.03279113769531
FDK56,OUT017,-15.90345573425293
FDY12,OUT035,20.999990463256836
FDU15,OUT035,20.999990463256836
FDQ19,OUT046,128.60389709472656
DRF15,OUT045,-38.0933837890625
DRE25,OUT019,14.649927139282227
FDK57,OUT018,14.649927139282227
FDD33,OUT010,29.129295349121094
FDR34,OUT027,211.3047637939453
FDU04,OUT045,230.412109375
FDE35,OUT019,43.025596618652344
NCD31,OUT035,181.66726684570312
FDJ56,OUT035,-15.90345573425293
NCU53,OUT046,-38.0933837890625
FDD39,OUT035,-38.0933837890625
NCU17,OUT019,-38.0933837890625
FDJ20,OUT046,20.999990463256836
NCW41,OUT018,217.11898803710938
FDL52,OUT035,43.025596618652344
FDS39,OUT035,-15.90345573425293
DRJ47,OUT045,-56.86372375488281
FDP13,OUT010,65.86846923828125
DRK39,OUT010,6.939356327056885
FDF28,OUT010,88.05841064453125
FDB09,OUT045,-15.90345573425293
FDM51,OUT046,20.999990463256836
DRM49,OUT018,20.835657119750977
DRF23,OUT013,95.34175872802734
DRH01,OUT035,14.649927139282227
FDH12,OUT027,-15.90345573425293
FDA28,OUT019,43.025596618652344
FDW37,OUT018,14.649927139282227
FDF02,OUT046,14.649927139282227
DRL37,OUT046,14.649927139282227
NCF43,OUT046,-15.90345573425293
FDH08,OUT010,29.129295349121094
FDR34,OUT019,20.835657119750977
NCK19,OUT049,36.839866638183594
NCD55,OUT018,-15.90345573425293
FDT27,OUT049,20.999990463256836
FDQ57,OUT045,14.649927139282227
FDA47,OUT035,20.999990463256836
DRG15,OUT027,-38.0933837890625
FDE05,OUT018,43.025596618652344
FDN46,OUT046,20.835657119750977
FDX27,OUT027,-1.1899316310882568
FDT51,OUT045,115.83599853515625
FDU33,OUT013,173.04110717773438
FDJ16,OUT027,36.839866638183594
FDD20,OUT019,-15.90345573425293
FDT36,OUT049,-15.90345573425293
DRF15,OUT027,-38.0933837890625
FDN52,OUT010,88.05841064453125
FDC22,OUT027,20.835657119750977
FDX15,OUT045,-15.90345573425293
FDT13,OUT013,471.54498291015625
FDU04,OUT017,295.2890319824219
FDU31,OUT019,20.999990463256836
FDW59,OUT027,198.36331176757812
NCO29,OUT046,-38.0933837890625
FDL15,OUT035,-15.90345573425293
FDI41,OUT049,43.025596618652344
FDQ48,OUT049,115.83599853515625
DRI39,OUT013,-162.2730712890625
FDI08,OUT013,-159.12518310546875
FDC21,OUT049,20.999990463256836
FDF58,OUT035,228.27420043945312
FDS08,OUT010,29.129295349121094
FDE47,OUT045,36.839866638183594
NCP18,OUT019,-15.90345573425293
NCR41,OUT013,39.83484649658203
FDA27,OUT013,-125.3696060180664
FDA43,OUT035,-15.90345573425293
FDA49,OUT045,14.649927139282227
NCE55,OUT018,200.501220703125
DRM49,OUT027,20.835657119750977
FDF22,OUT027,14.649927139282227
FDQ15,OUT018,20.999990463256836
NCS54,OUT017,265.37823486328125
NCY05,OUT013,-162.2730712890625
FDR45,OUT046,14.649927139282227
FDK57,OUT049,14.649927139282227
FDF41,OUT010,81.87271118164062
FDV21,OUT046,228.27420043945312
FDD51,OUT046,-38.0933837890625
FDF33,OUT046,-15.90345573425293
FDA38,OUT046,-38.0933837890625
FDR56,OUT045,20.999990463256836
NCN41,OUT017,-38.0933837890625
FDC60,OUT027,20.999990463256836
FDB47,OUT045,14.649927139282227
DRH01,OUT013,166.8553924560547
FDW08,OUT046,-15.90345573425293
FDF38,OUT027,20.835657119750977
FDY32,OUT017,-15.90345573425293
FDG34,OUT049,20.835657119750977
FDG47,OUT019,36.839866638183594
NCF18,OUT035,-15.90345573425293
FDL39,OUT019,-1.1899316310882568
NCH55,OUT035,-15.90345573425293
DRJ35,OUT049,140.37310791015625
FDS44,OUT035,20.999990463256836
DRE01,OUT018,14.649927139282227
FDY39,OUT013,-159.12518310546875
FDY32,OUT018,-15.90345573425293
FDR33,OUT027,14.649927139282227
NCP50,OUT049,351.900634765625
FDZ47,OUT018,20.999990463256836
FDU57,OUT049,20.835657119750977
FDY44,OUT013,-159.12518310546875
DRH59,OUT018,-56.86372375488281
FDB03,OUT027,-1.1899316310882568
FDY46,OUT045,14.649927139282227
FDM39,OUT045,-38.0933837890625
FDY36,OUT035,200.501220703125
NCM55,OUT035,36.839866638183594
FDJ50,OUT010,59.6827392578125
DRL60,OUT013,166.8553924560547
NCJ54,OUT049,-15.90345573425293
FDX59,OUT017,-38.0933837890625
FDI07,OUT013,-42.69248962402344
DRF51,OUT010,6.939356327056885
FDM14,OUT017,363.72796630859375
FDP21,OUT045,20.835657119750977
FDE40,OUT035,-1.1899316310882568
FDE05,OUT035,43.025596618652344
FDM13,OUT027,-38.0933837890625
FDC34,OUT027,20.835657119750977
NCI55,OUT018,200.501220703125
NCE43,OUT018,-15.90345573425293
FDW58,OUT018,228.27420043945312
FDG60,OUT045,-15.90345573425293
FDV31,OUT017,-15.90345573425293
FDR47,OUT013,-162.2730712890625
FDM60,OUT019,20.999990463256836
NCF06,OUT018,-27.824901580810547
NCN26,OUT027,200.501220703125
FDQ59,OUT049,-1.1899316310882568
FDF09,OUT046,200.501220703125
NCS06,OUT017,265.37823486328125
FDT44,OUT046,-15.90345573425293
FDI19,OUT017,-15.90345573425293
FDT22,OUT017,14.649927139282227
NCF54,OUT027,-15.90345573425293
DRG25,OUT045,187.5396270751953
FDB59,OUT017,272.90777587890625
FDQ37,OUT017,-38.0933837890625
FDP56,OUT035,-15.90345573425293
FDW44,OUT035,20.999990463256836
FDJ26,OUT010,65.86846923828125
FDU43,OUT018,20.999990463256836
FDW33,OUT045,14.649927139282227
NCX53,OUT027,159.4459991455078
FDN56,OUT010,66.03279113769531
DRF15,OUT049,-38.0933837890625
FDO33,OUT017,14.649927139282227
FDZ39,OUT010,66.03279113769531
NCJ19,OUT017,36.839866638183594
FDU01,OUT035,112.89124298095703
FDT12,OUT035,20.999990463256836
NCM18,OUT018,-15.90345573425293
FDP19,OUT017,-15.90345573425293
NCR42,OUT049,-15.90345573425293
FDN10,OUT046,14.649927139282227
FDG44,OUT017,-15.90345573425293
FDQ10,OUT046,14.649927139282227
DRH13,OUT049,14.649927139282227
FDT52,OUT013,139.28555297851562
FDM56,OUT045,-15.90345573425293
NCO43,OUT010,81.87271118164062
NCV29,OUT035,198.36331176757812
NCF06,OUT013,-125.21317291259766
FDO50,OUT035,14.649927139282227
FDT59,OUT013,157.89169311523438
FDX40,OUT027,36.839866638183594
FDE50,OUT017,224.1707000732422
FDX51,OUT017,20.999990463256836
NCD30,OUT018,-15.90345573425293
FDK15,OUT013,-196.02865600585938
FDL12,OUT045,20.999990463256836
FDK46,OUT017,14.649927139282227
DRH49,OUT010,59.6827392578125
FDQ57,OUT046,14.649927139282227
FDY59,OUT017,-15.90345573425293
FDO09,OUT018,20.835657119750977
NCG30,OUT035,-15.90345573425293
FDM09,OUT017,20.835657119750977
NCN17,OUT027,-38.0933837890625
NCS42,OUT013,-196.02865600585938
FDD02,OUT019,14.649927139282227
FDE34,OUT013,166.8553924560547
FDU38,OUT045,-38.0933837890625
FDB33,OUT046,116.65094757080078
NCJ29,OUT017,-38.0933837890625
FDZ27,OUT035,136.63389587402344
FDI40,OUT013,139.28555297851562
FDG22,OUT013,173.04110717773438
FDT51,OUT017,180.71298217773438
FDF20,OUT018,-15.90345573425293
FDV50,OUT035,-38.0933837890625
FDT02,OUT049,-38.0933837890625
DRC49,OUT017,14.649927139282227
FDF26,OUT049,20.835657119750977
FDV52,OUT035,115.02912902832031
FDX59,OUT049,-38.0933837890625
FDV25,OUT035,14.649927139282227
FDW23,OUT027,-15.90345573425293
FDE53,OUT018,36.839866638183594
FDA19,OUT017,-15.90345573425293
FDH22,OUT046,14.649927139282227
NCO41,OUT013,144.80831909179688
FDX12,OUT017,20.999990463256836
FDF17,OUT013,133.09982299804688
FDS11,OUT045,-1.1899316310882568
FDR51,OUT035,20.999990463256836
FDT49,OUT010,59.6827392578125
FDC56,OUT013,-196.02865600585938
FDR13,OUT027,20.835657119750977
FDQ60,OUT035,20.999990463256836
FDN38,OUT049,20.835657119750977
NCL29,OUT013,-162.2730712890625
FDO13,OUT027,-38.0933837890625
FDE26,OUT018,14.649927139282227
FDA31,OUT010,29.129295349121094
FDX14,OUT035,-38.0933837890625
FDA34,OUT045,230.85443115234375
FDF26,OUT013,173.04110717773438
FDE38,OUT045,14.649927139282227
DRI11,OUT046,-56.86372375488281
FDQ60,OUT027,20.999990463256836
FDL21,OUT027,112.89124298095703
DRC12,OUT027,14.649927139282227
FDC47,OUT046,14.649927139282227
FDE57,OUT045,-15.90345573425293
FDT14,OUT045,-1.1899316310882568
NCZ53,OUT046,-38.0933837890625
FDE28,OUT018,43.025596618652344
FDR19,OUT035,20.999990463256836
NCF54,OUT019,-15.90345573425293
FDZ08,OUT046,20.999990463256836
NCJ05,OUT018,-38.0933837890625
FDF59,OUT046,36.839866638183594
NCO05,OUT035,-38.0933837890625
FDW24,OUT018,-15.90345573425293
NCX42,OUT018,200.501220703125
NCA53,OUT035,198.36331176757812
FDI45,OUT019,-15.90345573425293
FDG46,OUT046,20.835657119750977
FDM20,OUT010,29.129295349121094
FDW11,OUT010,6.939356327056885
FDX08,OUT035,-15.90345573425293
NCK17,OUT035,-38.0933837890625
FDK32,OUT018,20.999990463256836
NCA42,OUT035,-15.90345573425293
DRI01,OUT035,14.649927139282227
NCL55,OUT049,230.412109375
DRE25,OUT018,14.649927139282227
FDD14,OUT017,14.649927139282227
FDB10,OUT046,14.649927139282227
DRN11,OUT035,-56.86372375488281
FDP38,OUT018,14.649927139282227
NCA30,OUT017,-15.90345573425293
FDT15,OUT017,20.999990463256836
NCP55,OUT018,230.412109375
FDF12,OUT035,-15.90345573425293
FDM21,OUT018,14.649927139282227
FDX56,OUT035,20.999990463256836
FDF10,OUT017,20.835657119750977
FDT32,OUT045,20.999990463256836
FDM51,OUT018,20.999990463256836
NCR50,OUT018,200.501220703125
FDI19,OUT049,-15.90345573425293
FDX21,OUT017,14.649927139282227
FDR31,OUT035,20.999990463256836
FDY02,OUT013,-125.3696060180664
NCA29,OUT045,200.501220703125
NCX17,OUT046,-38.0933837890625
FDM12,OUT045,20.999990463256836
FDI53,OUT027,43.025596618652344
NCU30,OUT049,200.501220703125
FDC56,OUT027,-15.90345573425293
FDK27,OUT018,200.501220703125
NCK18,OUT017,265.37823486328125
FDB52,OUT019,-38.0933837890625
DRG25,OUT027,187.5396270751953
FDZ13,OUT049,20.835657119750977
FDB57,OUT019,20.999990463256836
FDR40,OUT046,115.02912902832031
NCO14,OUT019,-15.90345573425293
NCN19,OUT045,230.412109375
FDQ28,OUT019,43.025596618652344
FDO13,OUT018,-38.0933837890625
FDK48,OUT013,41.97273254394531
FDU07,OUT018,-15.90345573425293
FDW20,OUT046,200.501220703125
FDV12,OUT010,66.03279113769531
FDH24,OUT013,-196.02865600585938
FDV59,OUT049,-38.0933837890625
FDK57,OUT045,14.649927139282227
FDL16,OUT027,36.839866638183594
NCQ17,OUT046,-38.0933837890625
FDJ15,OUT018,-1.1899316310882568
FDX24,OUT049,200.501220703125
FDT47,OUT046,113.69811248779297
FDT10,OUT049,20.835657119750977
FDZ37,OUT018,214.75045776367188
FDW43,OUT027,20.999990463256836
DRN36,OUT017,14.649927139282227
FDJ14,OUT045,20.835657119750977
FDA32,OUT013,-196.02865600585938
FDJ38,OUT019,20.835657119750977
FDQ57,OUT017,293.1511535644531
NCQ41,OUT019,198.36331176757812
FDG56,OUT049,20.999990463256836
DRC13,OUT027,20.835657119750977
FDV55,OUT035,-15.90345573425293
FDQ49,OUT045,113.69811248779297
FDE29,OUT010,81.87271118164062
FDR03,OUT013,-42.69248962402344
FDD45,OUT049,200.501220703125
FDN38,OUT010,65.86846923828125
FDT56,OUT046,20.999990463256836
FDT48,OUT045,-15.90345573425293
FDU03,OUT049,20.999990463256836
FDC56,OUT010,29.129295349121094
NCO43,OUT027,36.839866638183594
FDQ27,OUT017,20.999990463256836
FDR03,OUT046,115.83599853515625
DRH23,OUT010,-11.830907821655273
FDG22,OUT045,20.835657119750977
NCJ42,OUT013,-132.63877868652344
FDR24,OUT046,20.999990463256836
FDW60,OUT035,439.4974365234375
FDJ08,OUT013,-196.02865600585938
DRL59,OUT018,-63.06264114379883
FDG60,OUT010,29.129295349121094
FDW27,OUT017,180.71298217773438
FDX14,OUT018,-38.0933837890625
FDC20,OUT013,-196.02865600585938
NCS29,OUT018,-38.0933837890625
FDJ56,OUT046,-15.90345573425293
FDB20,OUT019,-15.90345573425293
FDL28,OUT027,43.025596618652344
FDW01,OUT018,14.649927139282227
FDL03,OUT046,20.999990463256836
FDX22,OUT049,20.835657119750977
FDJ21,OUT035,20.835657119750977
FDR31,OUT045,20.999990463256836
FDG21,OUT035,20.999990463256836
FDS22,OUT027,20.835657119750977
FDK08,OUT035,20.999990463256836
FDE17,OUT018,43.025596618652344
NCN30,OUT017,402.5939636230469
FDT50,OUT046,-1.1899316310882568
NCX42,OUT049,200.501220703125
FDJ12,OUT035,20.999990463256836
NCA18,OUT027,-15.90345573425293
FDP23,OUT019,-38.0933837890625
FDX12,OUT013,-42.69248962402344
FDN40,OUT018,36.839866638183594
FDV48,OUT035,20.999990463256836
NCY54,OUT013,-196.02865600585938
FDL16,OUT010,81.87271118164062
FDR45,OUT018,14.649927139282227
FDJ52,OUT046,176.68402099609375
DRG01,OUT017,14.649927139282227
FDP52,OUT013,139.28555297851562
FDU58,OUT017,20.835657119750977
FDL02,OUT045,20.835657119750977
FDG28,OUT013,139.28555297851562
FDA19,OUT035,-15.90345573425293
FDW46,OUT027,20.835657119750977
NCD43,OUT049,252.7130126953125
DRG39,OUT013,-162.2730712890625
NCF55,OUT049,-15.90345573425293
FDJ07,OUT046,73.51848602294922
FDE08,OUT046,-15.90345573425293
FDP56,OUT019,-15.90345573425293
FDT45,OUT045,14.649927139282227
FDF17,OUT018,36.839866638183594
FDX44,OUT046,-15.90345573425293
FDM28,OUT027,36.839866638183594
FDI36,OUT049,20.999990463256836
FDS07,OUT045,-15.90345573425293
FDD36,OUT045,-22.10236930847168
FDW11,OUT046,-38.0933837890625
FDN40,OUT049,36.839866638183594
NCQ18,OUT049,-15.90345573425293
NCQ54,OUT017,265.37823486328125
NCS42,OUT045,-15.90345573425293
DRH39,OUT010,6.939356327056885
FDC09,OUT027,20.999990463256836
FDT08,OUT010,29.129295349121094
FDC08,OUT035,115.83599853515625
FDT20,OUT017,-15.90345573425293
FDS35,OUT035,-38.0933837890625
FDX58,OUT018,14.649927139282227
FDW58,OUT046,228.27420043945312
DRD27,OUT046,198.36331176757812
FDH32,OUT019,-15.90345573425293
FDS26,OUT035,-38.0933837890625
FDQ31,OUT046,20.999990463256836
FDP11,OUT018,-38.0933837890625
FDD58,OUT017,14.649927139282227
FDM33,OUT045,14.649927139282227
FDZ16,OUT049,43.025596618652344
NCS29,OUT010,6.939356327056885
NCM18,OUT019,-15.90345573425293
FDP11,OUT049,-38.0933837890625
NCC42,OUT017,-38.0933837890625
DRM23,OUT046,-56.86372375488281
NCN55,OUT027,36.839866638183594
FDK46,OUT013,166.8553924560547
FDR01,OUT046,20.835657119750977
NCA05,OUT045,-38.0933837890625
NCP43,OUT017,36.839866638183594
FDR12,OUT010,66.03279113769531
FDQ01,OUT013,173.04110717773438
FDM13,OUT046,-38.0933837890625
FDQ19,OUT017,110.4219741821289
FDK56,OUT019,-15.90345573425293
NCX06,OUT010,29.129295349121094
FDO56,OUT027,20.999990463256836
FDU45,OUT045,20.835657119750977
FDI16,OUT019,43.025596618652344
FDL32,OUT046,20.999990463256836
FDA07,OUT046,20.999990463256836
FDA14,OUT045,-38.0933837890625
FDV46,OUT027,228.27420043945312
NCO07,OUT035,230.412109375
NCP41,OUT046,235.79403686523438
FDY60,OUT018,20.999990463256836
FDN38,OUT017,20.835657119750977
FDO15,OUT046,115.83599853515625
FDT60,OUT013,-196.02865600585938
FDA55,OUT035,20.999990463256836
FDE02,OUT010,59.6827392578125
DRJ39,OUT049,-38.0933837890625
FDV34,OUT035,112.89124298095703
FDS20,OUT027,-15.90345573425293
FDF02,OUT027,14.649927139282227
FDW40,OUT017,43.025596618652344
NCB43,OUT046,-15.90345573425293
FDR58,OUT017,14.649927139282227
DRJ59,OUT035,46.371089935302734
NCD30,OUT017,-15.90345573425293
FDE14,OUT017,20.835657119750977
FDC28,OUT018,36.839866638183594
FDU16,OUT018,43.025596618652344
NCD19,OUT035,52.943565368652344
FDU21,OUT046,20.835657119750977
FDV59,OUT027,-38.0933837890625
FDU03,OUT045,115.83599853515625
FDC33,OUT010,129.4517822265625
NCR42,OUT035,-15.90345573425293
DRH59,OUT035,-56.86372375488281
NCM31,OUT035,230.412109375
FDS50,OUT035,-38.0933837890625
FDP39,OUT046,-15.90345573425293
FDQ55,OUT013,-24.20804214477539
FDV36,OUT019,-15.90345573425293
FDI05,OUT027,43.025596618652344
FDS45,OUT027,20.835657119750977
FDA39,OUT045,381.4825134277344
FDC37,OUT010,29.129295349121094
FDJ60,OUT027,20.999990463256836
DRQ35,OUT046,-56.86372375488281
NCJ06,OUT046,-15.90345573425293
NCY42,OUT018,52.1187744140625
DRM37,OUT049,228.27420043945312
FDR14,OUT045,-38.0933837890625
FDE51,OUT049,-1.1899316310882568
FDT33,OUT017,20.835657119750977
FDR08,OUT013,-196.02865600585938
FDE36,OUT010,66.03279113769531
FDL22,OUT019,14.649927139282227
FDR44,OUT013,-159.12518310546875
FDI56,OUT019,-15.90345573425293
FDE47,OUT010,81.87271118164062
FDV27,OUT010,66.03279113769531
FDV10,OUT049,20.835657119750977
FDC40,OUT045,-1.1899316310882568
NCX41,OUT013,442.34674072265625
NCQ38,OUT027,240.94236755371094
FDV12,OUT027,20.999990463256836
FDE52,OUT017,-1.1899316310882568
FDG20,OUT027,20.999990463256836
FDV16,OUT027,43.025596618652344
FDI32,OUT017,-15.90345573425293
FDJ32,OUT049,200.501220703125
FDN39,OUT018,20.999990463256836
FDY34,OUT017,177.76821899414062
FDC14,OUT035,20.835657119750977
FDA55,OUT017,20.999990463256836
FDZ50,OUT010,43.842864990234375
DRG13,OUT049,14.649927139282227
FDP01,OUT013,-125.3696060180664
NCG54,OUT017,-15.90345573425293
FDM13,OUT045,-38.0933837890625
NCO18,OUT027,-15.90345573425293
NCW41,OUT013,13.323905944824219
FDM52,OUT027,36.839866638183594
NCF55,OUT035,-15.90345573425293
FDT09,OUT046,112.89124298095703
NCM19,OUT035,36.839866638183594
FDW12,OUT018,115.83599853515625
FDP15,OUT019,-15.90345573425293
FDK36,OUT045,200.501220703125
FDZ25,OUT035,20.835657119750977
NCW06,OUT049,-15.90345573425293
FDW60,OUT046,439.4974365234375
DRC49,OUT013,166.8553924560547
NCT17,OUT035,-38.0933837890625
NCN06,OUT018,-15.90345573425293
FDC45,OUT013,-196.02865600585938
DRJ47,OUT019,-56.86372375488281
NCF06,OUT045,-27.824901580810547
FDE21,OUT010,29.129295349121094
DRG27,OUT013,-162.2730712890625
FDW40,OUT049,43.025596618652344
NCO53,OUT046,-38.0933837890625
FDE23,OUT049,43.025596618652344
FDQ16,OUT046,36.839866638183594
FDS26,OUT045,-38.0933837890625
FDZ13,OUT010,65.86846923828125
FDS14,OUT049,-38.0933837890625
FDC10,OUT045,20.835657119750977
FDY16,OUT049,115.02912902832031
FDJ20,OUT035,20.999990463256836
FDV43,OUT035,-15.90345573425293
FDZ32,OUT027,20.999990463256836
FDR23,OUT046,-38.0933837890625
FDN24,OUT035,-15.90345573425293
FDE34,OUT027,14.649927139282227
FDU31,OUT013,-159.12518310546875
FDW33,OUT018,14.649927139282227
FDU26,OUT046,-1.1899316310882568
FDE20,OUT027,115.83599853515625
NCW05,OUT035,-38.0933837890625
FDB22,OUT018,228.27420043945312
FDO56,OUT046,20.999990463256836
FDA19,OUT027,-15.90345573425293
DRI39,OUT045,-38.0933837890625
FDH52,OUT018,43.025596618652344
FDZ50,OUT035,-1.1899316310882568
NCN42,OUT035,108.14911651611328
FDB53,OUT013,133.09982299804688
DRG11,OUT017,-56.86372375488281
DRK11,OUT027,140.37310791015625
FDQ60,OUT017,20.999990463256836
FDT36,OUT017,-15.90345573425293
DRG25,OUT018,187.5396270751953
DRJ23,OUT046,-56.86372375488281
FDG05,OUT035,43.025596618652344
NCK06,OUT018,200.501220703125
FDU52,OUT017,36.839866638183594
FDW07,OUT018,20.999990463256836
NCM17,OUT045,-38.0933837890625
FDA22,OUT045,36.839866638183594
NCA41,OUT018,-38.0933837890625
FDF38,OUT035,20.835657119750977
FDH52,OUT046,43.025596618652344
FDY58,OUT019,14.649927139282227
FDZ16,OUT045,43.025596618652344
NCM18,OUT017,-15.90345573425293
FDA22,OUT018,36.839866638183594
NCJ43,OUT035,-15.90345573425293
FDI34,OUT027,20.835657119750977
FDG56,OUT046,20.999990463256836
FDS34,OUT046,20.835657119750977
DRC01,OUT035,219.88841247558594
FDQ04,OUT035,36.839866638183594
FDK04,OUT035,36.839866638183594
FDT51,OUT049,115.83599853515625
FDV26,OUT017,-1.1899316310882568
FDS04,OUT049,43.025596618652344
FDW43,OUT018,20.999990463256836
FDQ28,OUT010,88.05841064453125
NCK06,OUT017,265.37823486328125
FDS23,OUT018,-38.0933837890625
FDZ36,OUT019,20.999990463256836
FDE56,OUT018,20.999990463256836
FDW10,OUT027,228.27420043945312
NCN14,OUT045,36.839866638183594
NCQ18,OUT045,-15.90345573425293
FDW08,OUT017,265.37823486328125
FDU43,OUT035,20.999990463256836
FDR33,OUT010,59.6827392578125
FDM24,OUT010,66.03279113769531
NCZ05,OUT046,-38.0933837890625
NCV41,OUT035,267.5063171386719
FDV11,OUT018,-1.1899316310882568
NCY05,OUT035,-38.0933837890625
FDV44,OUT018,20.999990463256836
FDW32,OUT049,20.999990463256836
NCU18,OUT027,-15.90345573425293
NCC43,OUT035,200.501220703125
FDW19,OUT013,-159.12518310546875
FDN31,OUT035,-15.90345573425293
FDI48,OUT045,20.999990463256836
FDS24,OUT017,20.999990463256836
FDF46,OUT049,228.27420043945312
DRG23,OUT017,-56.86372375488281
FDG14,OUT018,20.835657119750977
NCY30,OUT049,-15.90345573425293
FDO28,OUT018,230.412109375
DRD24,OUT035,14.649927139282227
FDI33,OUT049,14.649927139282227
FDN32,OUT046,219.2568817138672
FDR16,OUT045,43.025596618652344
FDF26,OUT046,20.835657119750977
NCN29,OUT018,198.36331176757812
FDE20,OUT045,115.83599853515625
FDA46,OUT046,14.649927139282227
FDU28,OUT045,43.025596618652344
FDQ48,OUT045,20.999990463256836
FDV36,OUT013,41.97273254394531
FDR14,OUT018,-38.0933837890625
FDP23,OUT017,-38.0933837890625
FDP56,OUT013,-196.02865600585938
FDK48,OUT010,29.129295349121094
FDR48,OUT046,-15.90345573425293
NCY29,OUT049,-38.0933837890625
FDM22,OUT018,20.835657119750977
DRJ01,OUT013,166.8553924560547
FDZ43,OUT045,20.999990463256836
FDV03,OUT035,-15.90345573425293
FDX11,OUT027,20.999990463256836
NCA41,OUT027,-38.0933837890625
FDE38,OUT017,14.649927139282227
FDI27,OUT018,-1.1899316310882568
FDN32,OUT013,53.36274337768555
NCN43,OUT017,295.2890319824219
FDB47,OUT027,14.649927139282227
FDV03,OUT017,-15.90345573425293
NCN30,OUT045,402.5939636230469
NCV54,OUT010,29.129295349121094
FDV07,OUT013,-196.02865600585938
FDP07,OUT049,-15.90345573425293
FDK48,OUT018,-15.90345573425293
FDM15,OUT019,20.999990463256836
FDY19,OUT027,-15.90345573425293
FDK46,OUT046,14.649927139282227
FDY11,OUT045,20.999990463256836
FDH09,OUT046,-15.90345573425293
FDO08,OUT027,20.999990463256836
FDU14,OUT013,-162.2730712890625
FDD22,OUT027,14.649927139282227
FDM27,OUT017,20.999990463256836
FDL02,OUT027,20.835657119750977
NCA17,OUT035,198.36331176757812
FDE38,OUT019,14.649927139282227
NCG07,OUT049,-15.90345573425293
DRC27,OUT013,-162.2730712890625
FDA27,OUT035,-1.1899316310882568
FDW40,OUT045,43.025596618652344
DRI11,OUT013,95.34175872802734
FDN50,OUT046,20.835657119750977
FDR12,OUT046,20.999990463256836
FDT34,OUT027,14.649927139282227
FDW11,OUT035,-38.0933837890625
NCO30,OUT027,227.1437225341797
FDZ34,OUT017,36.839866638183594
FDU45,OUT017,20.835657119750977
NCD42,OUT035,198.36331176757812
FDX25,OUT045,14.649927139282227
NCR29,OUT046,-38.0933837890625
FDX43,OUT019,200.501220703125
FDB04,OUT010,43.842864990234375
FDR49,OUT027,14.649927139282227
FDS39,OUT018,-15.90345573425293
FDW58,OUT045,228.27420043945312
FDG22,OUT019,20.835657119750977
FDG31,OUT017,-15.90345573425293
NCV53,OUT027,198.36331176757812
DRJ37,OUT035,14.649927139282227
FDV07,OUT035,-15.90345573425293
FDW52,OUT018,43.025596618652344
FDT15,OUT045,20.999990463256836
